uid,type,title,transcript,locations,persons,topics,transcriptLength,totalPages,languageCode,isOnFrontPage,publicationDate,countryCode,dataProviderCode,mediaCode,mediaType,access_right,collections,content,content_provider,country,date,is_content_available,is_olr,is_on_front_page,issue,language,locations_mentioned,nb_pages,newsagencies_mentioned,newspaper,newspaper_political_orientation,newspaper_topics,pages,periodicity,persons_mentioned,province,relevance,size,year
tageblatt-1926-02-12-a-i0094,ad,~sr~ :='tD~ ~Ei | CARNAVAL,,[],[],"[{'uid': 'tm-de-all-v2.0_tp01_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.032}, {'uid': 'tm-de-all-v2.0_tp14_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp15_de', 'relevance': 0.041}, {'uid': 'tm-de-all-v2.0_tp27_de', 'relevance': 0.05}, {'uid': 'tm-de-all-v2.0_tp38_de', 'relevance': 0.032}, {'uid': 'tm-de-all-v2.0_tp39_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.097}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.032}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.152}, {'uid': 'tm-de-all-v2.0_tp97_de', 'relevance': 0.023}]",89.0,1.0,de,False,1926-02-12T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1949-02-25-a-i0116,ad,"v AB HEUTE FREITAG, 25.",,"[{'uid': 'aida-0001-54-Bay_Laurel', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp23_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp31_de', 'relevance': 0.08}, {'uid': 'tm-de-all-v2.0_tp38_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp49_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.036}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.358}, {'uid': 'tm-de-all-v2.0_tp99_de', 'relevance': 0.036}]",96.0,1.0,de,False,1949-02-25T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxland-1956-02-24-a-i0121,ad,Publicité 22 Page 9,,"[{'uid': 'aida-0001-54-Bonn', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp14_de', 'relevance': 0.098}, {'uid': 'tm-de-all-v2.0_tp32_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp38_de', 'relevance': 0.084}, {'uid': 'tm-de-all-v2.0_tp51_de', 'relevance': 0.048}, {'uid': 'tm-de-all-v2.0_tp52_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.31}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.163}]",133.0,1.0,de,False,1956-02-24T00:00:00+00:00,LU,BNL,luxland,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1932-01-30-a-i0176,ad,SALLE DES VENTCS PUBLIQUES N.,,[],[],"[{'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.228}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.579}]",117.0,1.0,de,False,1932-01-30T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1938-06-10-a-i0095,ad,Derii.TGii der oiymp. spteie Berlin,,"[{'uid': 'aida-0001-54-Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-Bela_Pratt', 'relevance': 1}]","[{'uid': 'aida-0001-50-Bernie_Ruelle', 'relevance': 1}, {'uid': 'aida-0001-50-Johann_Strauss_II', 'relevance': 1}, {'uid': 'aida-0001-50-Albert_O._Hirschman', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp15_de', 'relevance': 0.048}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.073}, {'uid': 'tm-de-all-v2.0_tp64_de', 'relevance': 0.033}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.129}, {'uid': 'tm-de-all-v2.0_tp72_de', 'relevance': 0.366}, {'uid': 'tm-de-all-v2.0_tp80_de', 'relevance': 0.028}, {'uid': 'tm-de-all-v2.0_tp83_de', 'relevance': 0.022}]",109.0,1.0,de,False,1938-06-10T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1928-09-01-a-i0169,ad,"Musiqoe militaire. Concert du dimanche,",,"[{'uid': 'aida-0001-54-Marche', 'relevance': 2}, {'uid': 'aida-0001-54-Vienne', 'relevance': 1}]","[{'uid': 'aida-0001-50-Strauss', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp15_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp36_de', 'relevance': 0.061}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.305}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.038}, {'uid': 'tm-de-all-v2.0_tp72_de', 'relevance': 0.027}]",110.0,1.0,de,False,1928-09-01T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1932-02-01-a-i0077,ad,•ALLE DES VENTE8 PUBLIQUES N.,,[],[],"[{'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.406}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.396}]",127.0,1.0,de,False,1932-02-01T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
armeteufel-1922-02-25-a-i0020,ad,Publicité 1 Page 4,,[],"[{'uid': 'aida-0001-50-Toussaint_Rose', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.094}, {'uid': 'tm-de-all-v2.0_tp30_de', 'relevance': 0.094}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.258}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.029}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.081}, {'uid': 'tm-de-all-v2.0_tp97_de', 'relevance': 0.049}]",119.0,1.0,de,False,1922-02-25T00:00:00+00:00,LU,BNL,armeteufel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1927-02-26-a-i0037,ad,Pub. 8 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Marken', 'relevance': 1}]","[{'uid': 'aida-0001-50-William_Theisen', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.052}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.069}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.152}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.352}]",148.0,1.0,de,False,1927-02-26T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1926-02-12-a-i0086,ad,I Große Gelegenheit !1 1,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.058}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.164}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.208}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.23}]",152.0,1.0,de,False,1926-02-12T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
dunioun-1948-02-02-a-i0063,ad,Publicité 8 Page 4,,"[{'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Zürich', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-Longwy', 'relevance': 1}]",[],"[{'uid': 'tm-lb-all-v2.0_tp08_lb', 'relevance': 0.034}, {'uid': 'tm-lb-all-v2.0_tp12_lb', 'relevance': 0.052}, {'uid': 'tm-lb-all-v2.0_tp15_lb', 'relevance': 0.03}, {'uid': 'tm-lb-all-v2.0_tp22_lb', 'relevance': 0.088}, {'uid': 'tm-lb-all-v2.0_tp59_lb', 'relevance': 0.306}, {'uid': 'tm-lb-all-v2.0_tp81_lb', 'relevance': 0.102}, {'uid': 'tm-lb-all-v2.0_tp91_lb', 'relevance': 0.149}]",152.0,1.0,lb,False,1948-02-02T00:00:00+00:00,LU,BNL,dunioun,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxland-1964-01-24-a-i0103,ad,Publicité 13 Page 8,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.394}, {'uid': 'tm-fr-all-v2.0_tp44_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp79_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp97_fr', 'relevance': 0.038}]",96.0,1.0,fr,False,1964-01-24T00:00:00+00:00,LU,BNL,luxland,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxland-1965-01-29-a-i0094,ad,Publicité 11 Page 10,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.131}, {'uid': 'tm-fr-all-v2.0_tp08_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.117}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp63_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp68_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.02}]",98.0,1.0,fr,False,1965-01-29T00:00:00+00:00,LU,BNL,luxland,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1924-01-03-a-i0023,ad,Pub. 6 Page 4,,[],[],"[{'uid': 'tm-de-all-v2.0_tp24_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp31_de', 'relevance': 0.035}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp51_de', 'relevance': 0.136}, {'uid': 'tm-de-all-v2.0_tp54_de', 'relevance': 0.045}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.035}]",154.0,1.0,de,False,1924-01-03T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1928-11-10-a-i0035,ad,Publicité 12 Page 4,,"[{'uid': 'aida-0001-54-Paris', 'relevance': 3}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp03_de', 'relevance': 0.022}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.176}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.033}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.517}]",196.0,1.0,de,False,1928-11-10T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1925-08-14-a-i0053,ad,Pub. 20 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Bonn', 'relevance': 1}, {'uid': 'aida-0001-54-Archbishopric_of_Trier', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp56_de', 'relevance': 0.042}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.109}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.393}]",184.0,1.0,de,False,1925-08-14T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1936-02-19-a-i0078,ad,Publicité 5 Page 5,,[],"[{'uid': 'aida-0001-50-Lisa_Eichhorn', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.168}, {'uid': 'tm-de-all-v2.0_tp29_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.387}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.198}]",206.0,1.0,de,False,1936-02-19T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1924-03-01-a-i0096,ad,DRAMA AN ENGEM AKT I,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-La_belle_Hélène', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp19_de', 'relevance': 0.079}, {'uid': 'tm-de-all-v2.0_tp28_de', 'relevance': 0.042}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.028}, {'uid': 'tm-de-all-v2.0_tp63_de', 'relevance': 0.022}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.382}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.039}, {'uid': 'tm-de-all-v2.0_tp98_de', 'relevance': 0.032}, {'uid': 'tm-de-all-v2.0_tp99_de', 'relevance': 0.153}]",162.0,1.0,de,False,1924-03-01T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1925-02-21-a-i0093,ad,"Grand Café THOLEY, Esch-Alz. Propr.",,"[{'uid': 'aida-0001-54-Jean_Tholey', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Roman_Tam', 'relevance': 1}]","[{'uid': 'aida-0001-50-Eric_Strobel', 'relevance': 2}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp03_de', 'relevance': 0.092}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.047}, {'uid': 'tm-de-all-v2.0_tp49_de', 'relevance': 0.039}, {'uid': 'tm-de-all-v2.0_tp67_de', 'relevance': 0.031}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.031}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.356}]",194.0,1.0,de,False,1925-02-21T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1913-01-24-a-i0058,ad,Pub. 12 Page 5,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.559}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.2}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.098}]",493.0,1.0,de,False,1913-01-24T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1924-03-01-a-i0087,ad,"«RESTAURANT CENTRAL», 8, Rue de",,[],[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp06_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp30_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp32_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp33_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.103}, {'uid': 'tm-fr-all-v2.0_tp48_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp74_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp77_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp79_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.062}, {'uid': 'tm-fr-all-v2.0_tp89_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp97_fr', 'relevance': 0.02}]",37.0,1.0,fr,False,1924-03-01T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1945-02-09-a-i0036,ad,ERÖFFNUNG VUM Md toebapd ZO',,[],[],"[{'uid': 'tm-fr-all-v2.0_tp00_fr', 'relevance': 0.166}, {'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp16_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp54_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.023}]",40.0,1.0,fr,False,1945-02-09T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1924-11-12-a-i0047,ad,Pub. 21 Page 4,,"[{'uid': 'aida-0001-54-Brussels', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.529}, {'uid': 'tm-de-all-v2.0_tp73_de', 'relevance': 0.048}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.026}]",178.0,1.0,de,False,1924-11-12T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1926-08-18-a-i0053,ad,Pub. 12 Page 5,,"[{'uid': 'aida-0001-54-Belgique$2c$_Missouri', 'relevance': 1}]","[{'uid': 'aida-0001-50-Cyprian_Consiglio', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp19_de', 'relevance': 0.075}, {'uid': 'tm-de-all-v2.0_tp27_de', 'relevance': 0.047}, {'uid': 'tm-de-all-v2.0_tp56_de', 'relevance': 0.302}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.041}, {'uid': 'tm-de-all-v2.0_tp73_de', 'relevance': 0.158}]",192.0,1.0,de,False,1926-08-18T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1932-02-03-a-i0055,ad,Pub. 15 Page 6,,"[{'uid': 'aida-0001-54-Leipzig', 'relevance': 2}]",[],"[{'uid': 'tm-de-all-v2.0_tp19_de', 'relevance': 0.036}, {'uid': 'tm-de-all-v2.0_tp31_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp57_de', 'relevance': 0.029}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.178}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.258}, {'uid': 'tm-de-all-v2.0_tp83_de', 'relevance': 0.052}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.117}]",199.0,1.0,de,False,1932-02-03T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1928-08-11-a-i0053,ad,Publicité 12 Page 3,,"[{'uid': 'aida-0001-54-Ufa', 'relevance': 1}]","[{'uid': 'aida-0001-50-Harry_Liedtke', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.217}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.036}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.528}]",239.0,1.0,de,False,1928-08-11T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1935-03-01-a-i0039,ad,Publicité 8 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp11_de', 'relevance': 0.086}, {'uid': 'tm-de-all-v2.0_tp16_de', 'relevance': 0.055}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.044}, {'uid': 'tm-de-all-v2.0_tp78_de', 'relevance': 0.071}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.465}]",224.0,1.0,de,False,1935-03-01T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1938-02-25-a-i0097,ad,Publicité 10 Page 12,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Bordeaux', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp30_de', 'relevance': 0.022}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.038}, {'uid': 'tm-de-all-v2.0_tp89_de', 'relevance': 0.022}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.548}]",196.0,1.0,de,False,1938-02-25T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1929-02-06-b-i0065,ad,Heute Mittwoch ;̃̃. In Esch-AIzette,,"[{'uid': 'aida-0001-54-Ye_Sha', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Moselle', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.373}, {'uid': 'tm-de-all-v2.0_tp45_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.33}]",220.0,1.0,de,False,1929-02-06T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1923-02-10-a-i0167,ad,~~&X~x~x~~xx~ Où passe-t-o» agréablement quelques,,"[{'uid': 'aida-0001-54-Bazar$2c$_Azerbaijan', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp12_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.087}, {'uid': 'tm-fr-all-v2.0_tp36_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp44_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp53_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp57_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp85_fr', 'relevance': 0.023}]",53.0,1.0,fr,False,1923-02-10T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
dunioun-1947-02-14-a-i0095,ad,Publicité 14 Page 8,,"[{'uid': 'aida-0001-54-Bazar$2c$_Azerbaijan', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Robert_Hen', 'relevance': 1}]","[{'uid': 'tm-lb-all-v2.0_tp08_lb', 'relevance': 0.038}, {'uid': 'tm-lb-all-v2.0_tp59_lb', 'relevance': 0.761}]",218.0,1.0,lb,False,1947-02-14T00:00:00+00:00,LU,BNL,dunioun,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1928-03-09-b-i0074,ad,mznm ÜMM BE LA COUR,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Marcel_Dallemagne', 'relevance': 1}]","[{'uid': 'aida-0001-50-Walter_Reisch', 'relevance': 1}, {'uid': 'aida-0001-50-Marie_Carré', 'relevance': 1}, {'uid': 'aida-0001-50-William_A._Russell', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp11_de', 'relevance': 0.194}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.287}, {'uid': 'tm-de-all-v2.0_tp44_de', 'relevance': 0.031}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.083}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.15}]",197.0,1.0,de,False,1928-03-09T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1933-02-24-a-i0096,ad,~4~MMMt~ ? 9397 .7 gin,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Jules_Simon', 'relevance': 1}, {'uid': 'aida-0001-50-Albert_Goldman', 'relevance': 1}, {'uid': 'aida-0001-50-René_Wagner', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.647}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.074}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.085}]",224.0,1.0,de,False,1933-02-24T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1936-02-21-a-i0107,ad,Association des Commergants d'Esch. Sollt,,[],[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.171}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.037}, {'uid': 'tm-de-all-v2.0_tp38_de', 'relevance': 0.031}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.06}, {'uid': 'tm-de-all-v2.0_tp51_de', 'relevance': 0.028}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.031}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.188}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.106}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.093}]",221.0,1.0,de,False,1936-02-21T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
