uid;access_right;collections;content;content_provider;country;date;is_content_available;is_olr;is_on_front_page;issue;language;locations_mentioned;nb_pages;newsagencies_mentioned;newspaper;newspaper_political_orientation;newspaper_topics;pages;periodicity;persons_mentioned;province;relevance;size;title;topics;type;year
indeplux-1923-02-12-a-i0058;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1923-02-12T00:00:00Z;N;True;True;indeplux-1923-02-12-a;fr;;1;;indeplux;na;na;1;na;;na;0.0;11;Publicité 5 Page 1;tm-fr-all-v2.0_tp08_fr|0.023 tm-fr-all-v2.0_tp24_fr|0.134 tm-fr-all-v2.0_tp44_fr|0.023 tm-fr-all-v2.0_tp47_fr|0.023 tm-fr-all-v2.0_tp49_fr|0.071 tm-fr-all-v2.0_tp59_fr|0.039 tm-fr-all-v2.0_tp97_fr|0.023 ;ad;1923
indeplux-1924-02-27-a-i0049;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-27T00:00:00Z;N;True;False;indeplux-1924-02-27-a;fr;Luxembourg|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Lorraine;1;;indeplux;na;na;2;na;Maître Joseph THORN|Alfred Sommerfeldt;na;0.0;206;Publicité 5 Page 2;tm-fr-all-v2.0_tp02_fr|0.678 tm-fr-all-v2.0_tp22_fr|0.046 tm-fr-all-v2.0_tp58_fr|0.038 ;ad;1924
indeplux-1924-02-27-b-i0045;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-27T00:00:00Z;N;True;False;indeplux-1924-02-27-b;fr;Luxembourg|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Lorraine;1;;indeplux;na;na;2;na;Maître Joseph THORN|Alfred Sommerfeldt;na;0.0;207;Publicité 5 Page 2;tm-fr-all-v2.0_tp02_fr|0.631 tm-fr-all-v2.0_tp13_fr|0.023 tm-fr-all-v2.0_tp22_fr|0.043 tm-fr-all-v2.0_tp58_fr|0.073 ;ad;1924
indeplux-1924-02-28-a-i0055;na;local-elgu-Y10ZFslw,local-elgu-1lM_Wsz2;[redacted];BNL;LU;1924-02-28T00:00:00Z;N;True;False;indeplux-1924-02-28-a;fr;;1;;indeplux;na;na;3;na;;na;0.0;20;Publicité 3 Page 3;tm-fr-all-v2.0_tp13_fr|0.023 tm-fr-all-v2.0_tp19_fr|0.039 tm-fr-all-v2.0_tp24_fr|0.134 tm-fr-all-v2.0_tp43_fr|0.039 tm-fr-all-v2.0_tp44_fr|0.023 tm-fr-all-v2.0_tp49_fr|0.023 tm-fr-all-v2.0_tp58_fr|0.055 ;ad;1924
indeplux-1924-02-28-b-i0056;na;local-elgu-Y10ZFslw,local-elgu-1lM_Wsz2;[redacted];BNL;LU;1924-02-28T00:00:00Z;N;True;False;indeplux-1924-02-28-b;fr;;1;;indeplux;na;na;3;na;;na;0.0;20;Publicité 6 Page 3;tm-fr-all-v2.0_tp43_fr|0.156 tm-fr-all-v2.0_tp49_fr|0.027 ;ad;1924
indeplux-1924-02-29-a-i0046;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-a;fr;Luxembourg|Liège|Rome|BRUXELLES;1;;indeplux;na;na;2;na;;na;0.0;101;Publicité 11 Page 2;tm-fr-all-v2.0_tp03_fr|0.027 tm-fr-all-v2.0_tp07_fr|0.027 tm-fr-all-v2.0_tp22_fr|0.027 tm-fr-all-v2.0_tp32_fr|0.038 tm-fr-all-v2.0_tp61_fr|0.027 tm-fr-all-v2.0_tp66_fr|0.027 tm-fr-all-v2.0_tp69_fr|0.038 tm-fr-all-v2.0_tp72_fr|0.138 tm-fr-all-v2.0_tp74_fr|0.027 ;ad;1924
indeplux-1924-02-29-a-i0047;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-a;fr;;1;;indeplux;na;na;2;na;Kino Palace|Douglas FAIRBANKS|Signe de Zorro Grand|Mardi de Carnaval;na;0.0;85;Publicité 12 Page 2;tm-fr-all-v2.0_tp38_fr|0.115 tm-fr-all-v2.0_tp49_fr|0.328 tm-fr-all-v2.0_tp60_fr|0.078 ;ad;1924
indeplux-1924-02-29-b-i0030;na;local-elgu-Y10ZFslw,local-elgu-1lM_Wsz2;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-b;fr;;1;;indeplux;na;na;2;na;;na;0.0;20;Publicité 3 Page 2;tm-fr-all-v2.0_tp06_fr|0.027 tm-fr-all-v2.0_tp43_fr|0.064 tm-fr-all-v2.0_tp44_fr|0.027 tm-fr-all-v2.0_tp45_fr|0.027 tm-fr-all-v2.0_tp49_fr|0.027 tm-fr-all-v2.0_tp50_fr|0.027 tm-fr-all-v2.0_tp91_fr|0.027 ;ad;1924
indeplux-1924-02-29-b-i0032;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-b;fr;;1;;indeplux;na;na;2;na;;na;0.0;20;Publicité 5 Page 2;tm-fr-all-v2.0_tp43_fr|0.156 tm-fr-all-v2.0_tp81_fr|0.027 ;ad;1924
indeplux-1924-02-29-b-i0037;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-b;fr;Grand-Duché de Luxembourg|Liège|Rome;1;;indeplux;na;na;2;na;Ile BRUXcLLES;na;0.0;100;Publicité 10 Page 2;tm-fr-all-v2.0_tp12_fr|0.027 tm-fr-all-v2.0_tp22_fr|0.127 tm-fr-all-v2.0_tp32_fr|0.038 tm-fr-all-v2.0_tp38_fr|0.027 tm-fr-all-v2.0_tp46_fr|0.038 tm-fr-all-v2.0_tp63_fr|0.027 tm-fr-all-v2.0_tp66_fr|0.027 tm-fr-all-v2.0_tp69_fr|0.038 tm-fr-all-v2.0_tp74_fr|0.027 tm-fr-all-v2.0_tp91_fr|0.027 ;ad;1924
indeplux-1924-02-29-b-i0038;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-02-29T00:00:00Z;N;True;False;indeplux-1924-02-29-b;fr;;1;;indeplux;na;na;2;na;Douglas FAIRBANKS|Signe de Zorro Grand|Mardi de Carnaval;na;0.0;84;Publicité 11 Page 2;tm-fr-all-v2.0_tp07_fr|0.023 tm-fr-all-v2.0_tp38_fr|0.097 tm-fr-all-v2.0_tp49_fr|0.217 tm-fr-all-v2.0_tp60_fr|0.041 tm-fr-all-v2.0_tp73_fr|0.041 tm-fr-all-v2.0_tp94_fr|0.041 ;ad;1924
indeplux-1924-03-01-a-i0067;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-a;fr;;1;;indeplux;na;na;3;na;;na;0.0;19;Publicité 10 Page 3;tm-fr-all-v2.0_tp43_fr|0.175 ;ad;1924
indeplux-1924-03-01-a-i0072;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-a;fr;LUXEMBOURG|Ostende;1;;indeplux;na;na;3;na;Aurore Huîtres|Reine Margot|Reine Margot|Selle de Veau Renaissance|Saxon Salade de Saison|Brande Revue;na;0.0;109;Publicité 15 Page 3;tm-fr-all-v2.0_tp06_fr|0.045 tm-fr-all-v2.0_tp27_fr|0.025 tm-fr-all-v2.0_tp29_fr|0.025 tm-fr-all-v2.0_tp43_fr|0.085 tm-fr-all-v2.0_tp48_fr|0.035 tm-fr-all-v2.0_tp60_fr|0.267 tm-fr-all-v2.0_tp74_fr|0.025 ;ad;1924
indeplux-1924-03-01-a-i0074;na;local-elgu-Y10ZFslw,local-elgu-1lM_Wsz2;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-a;fr;LUXEMBOURG|Marche|Braga|Sauce|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Lorraine|Russie|Luxembourg;1;;indeplux;na;na;4;na;Douglas FAIRBANKS|Signe de Zorro|Mardi de Carnaval|Les Dimanches|propriétaire, P. THEISEN;na;0.0;433;Publicité 17 Page 4;tm-fr-all-v2.0_tp22_fr|0.369 tm-fr-all-v2.0_tp29_fr|0.049 tm-fr-all-v2.0_tp30_fr|0.028 tm-fr-all-v2.0_tp32_fr|0.032 tm-fr-all-v2.0_tp49_fr|0.079 tm-fr-all-v2.0_tp60_fr|0.096 tm-fr-all-v2.0_tp66_fr|0.022 tm-fr-all-v2.0_tp94_fr|0.028 ;ad;1924
indeplux-1924-03-01-a-i0077;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-a;fr;Nantes|Haute-Marne;1;;indeplux;na;na;4;na;Josy Cornes Rue Philippe Allez;na;0.0;86;Publicité 20 Page 4;tm-fr-all-v2.0_tp09_fr|0.02 tm-fr-all-v2.0_tp12_fr|0.02 tm-fr-all-v2.0_tp23_fr|0.02 tm-fr-all-v2.0_tp31_fr|0.034 tm-fr-all-v2.0_tp40_fr|0.02 tm-fr-all-v2.0_tp45_fr|0.02 tm-fr-all-v2.0_tp47_fr|0.034 tm-fr-all-v2.0_tp48_fr|0.048 tm-fr-all-v2.0_tp82_fr|0.02 tm-fr-all-v2.0_tp86_fr|0.02 tm-fr-all-v2.0_tp91_fr|0.117 tm-fr-all-v2.0_tp93_fr|0.076 ;ad;1924
indeplux-1924-03-01-b-i0056;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-b;fr;;1;;indeplux;na;na;3;na;;na;0.0;21;Publicité 13 Page 3;tm-fr-all-v2.0_tp43_fr|0.138 tm-fr-all-v2.0_tp81_fr|0.045 ;ad;1924
indeplux-1924-03-01-b-i0059;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-b;fr;LUXEMBOURG|Ostende;1;;indeplux;na;na;3;na;Aurore Huîtres|Reine Margot|Reine Margot|Selle de Veau Renaissance;na;0.0;92;Publicité 16 Page 3;tm-fr-all-v2.0_tp06_fr|0.045 tm-fr-all-v2.0_tp36_fr|0.025 tm-fr-all-v2.0_tp43_fr|0.106 tm-fr-all-v2.0_tp60_fr|0.267 tm-fr-all-v2.0_tp74_fr|0.035 tm-fr-all-v2.0_tp89_fr|0.025 ;ad;1924
indeplux-1924-03-01-b-i0061;na;local-elgu-Y10ZFslw,local-elgu-1lM_Wsz2;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-b;fr;Douglas|LUXEMBOURG|Marche|Braga|Sauce|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Lorraine|Russie|Luxembourg;1;;indeplux;na;na;4;na;Signe de Zerre Qrand|Mardi de Carnaval|Les Dimanches;na;0.0;426;Publicité 18 Page 4;tm-fr-all-v2.0_tp22_fr|0.409 tm-fr-all-v2.0_tp38_fr|0.026 tm-fr-all-v2.0_tp60_fr|0.091 tm-fr-all-v2.0_tp73_fr|0.026 tm-fr-all-v2.0_tp94_fr|0.171 ;ad;1924
indeplux-1924-03-01-b-i0064;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-01T00:00:00Z;N;True;False;indeplux-1924-03-01-b;fr;Nantes|Marne|Haute-Marne;1;;indeplux;na;na;4;na;Josy Cornes Rue Philippe Allez;na;0.0;85;Publicité 21 Page 4;tm-fr-all-v2.0_tp01_fr|0.034 tm-fr-all-v2.0_tp02_fr|0.02 tm-fr-all-v2.0_tp14_fr|0.02 tm-fr-all-v2.0_tp15_fr|0.034 tm-fr-all-v2.0_tp18_fr|0.02 tm-fr-all-v2.0_tp22_fr|0.034 tm-fr-all-v2.0_tp30_fr|0.02 tm-fr-all-v2.0_tp45_fr|0.02 tm-fr-all-v2.0_tp48_fr|0.034 tm-fr-all-v2.0_tp58_fr|0.034 tm-fr-all-v2.0_tp91_fr|0.103 tm-fr-all-v2.0_tp93_fr|0.062 tm-fr-all-v2.0_tp97_fr|0.02 ;ad;1924
indeplux-1924-03-02-a-i0058;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-02T00:00:00Z;N;True;False;indeplux-1924-03-02-a;fr;LUXEMBOURG|Ostende|Luxembourg;1;;indeplux;na;na;4;na;Reine Margot|Reine Margot|Selle Veaü;na;0.0;155;Publicité 9 Page 4;tm-fr-all-v2.0_tp01_fr|0.114 tm-fr-all-v2.0_tp06_fr|0.026 tm-fr-all-v2.0_tp07_fr|0.04 tm-fr-all-v2.0_tp15_fr|0.033 tm-fr-all-v2.0_tp43_fr|0.048 tm-fr-all-v2.0_tp60_fr|0.151 tm-fr-all-v2.0_tp69_fr|0.04 tm-fr-all-v2.0_tp82_fr|0.04 tm-fr-all-v2.0_tp99_fr|0.026 ;ad;1924
indeplux-1924-03-02-b-i0058;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1924-03-02T00:00:00Z;N;True;False;indeplux-1924-03-02-b;fr;LUXEMBOURG|Ostende|Luxembourg;1;;indeplux;na;na;4;na;Reine Margot|Reine Margot|Selle de Veau Renaissance;na;0.0;153;Publicité 9 Page 4;tm-fr-all-v2.0_tp01_fr|0.085 tm-fr-all-v2.0_tp20_fr|0.026 tm-fr-all-v2.0_tp23_fr|0.033 tm-fr-all-v2.0_tp26_fr|0.026 tm-fr-all-v2.0_tp43_fr|0.048 tm-fr-all-v2.0_tp44_fr|0.048 tm-fr-all-v2.0_tp48_fr|0.026 tm-fr-all-v2.0_tp57_fr|0.048 tm-fr-all-v2.0_tp60_fr|0.137 tm-fr-all-v2.0_tp69_fr|0.033 tm-fr-all-v2.0_tp87_fr|0.026 tm-fr-all-v2.0_tp97_fr|0.026 ;ad;1924
indeplux-1924-03-04-a-i0046;na;local-elgu-Y10ZFslw,local-elgu-2F2qwrjw;[redacted];BNL;LU;1924-03-04T00:00:00Z;N;True;False;indeplux-1924-03-04-a;fr;Luxembourg|PARIS|France|LOT;1;;indeplux;na;na;2;na;R. C. Marseille;na;0.0;270;Publicité 7 Page 2;tm-fr-all-v2.0_tp18_fr|0.021 tm-fr-all-v2.0_tp19_fr|0.05 tm-fr-all-v2.0_tp24_fr|0.044 tm-fr-all-v2.0_tp39_fr|0.129 tm-fr-all-v2.0_tp70_fr|0.178 tm-fr-all-v2.0_tp82_fr|0.075 tm-fr-all-v2.0_tp90_fr|0.178 ;ad;1924
indeplux-1924-03-04-b-i0035;na;local-elgu-Y10ZFslw,local-elgu-2F2qwrjw;[redacted];BNL;LU;1924-03-04T00:00:00Z;N;True;False;indeplux-1924-03-04-b;fr;Luxembourg|PARIS|France|LOT;1;;indeplux;na;na;2;na;R. C. Marseille;na;0.0;270;Publicité 9 Page 2;tm-fr-all-v2.0_tp19_fr|0.052 tm-fr-all-v2.0_tp22_fr|0.04 tm-fr-all-v2.0_tp24_fr|0.028 tm-fr-all-v2.0_tp39_fr|0.097 tm-fr-all-v2.0_tp40_fr|0.064 tm-fr-all-v2.0_tp60_fr|0.028 tm-fr-all-v2.0_tp61_fr|0.022 tm-fr-all-v2.0_tp70_fr|0.197 tm-fr-all-v2.0_tp82_fr|0.028 tm-fr-all-v2.0_tp90_fr|0.136 ;ad;1924
indeplux-1925-02-20-a-i0054;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-a;fr;;1;;indeplux;na;na;3;na;;na;0.0;27;Publicité 2 Page 3;tm-fr-all-v2.0_tp43_fr|0.229 tm-fr-all-v2.0_tp93_fr|0.071 ;ad;1925
indeplux-1925-02-20-a-i0055;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-a;fr;PARIS;1;;indeplux;na;na;3;na;;na;0.0;24;Publicité 3 Page 3;tm-fr-all-v2.0_tp15_fr|0.277 tm-fr-all-v2.0_tp43_fr|0.043 tm-fr-all-v2.0_tp49_fr|0.03 tm-fr-all-v2.0_tp94_fr|0.08 ;ad;1925
indeplux-1925-02-20-a-i0060;na;local-elgu-YtG0FE-c,local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-a;fr;LUXEMBOURG|LUXEMBOURG|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Liège;1;;indeplux;na;na;4;na;Gala Karsenty|M. Henry BERNSTEIN|M. Henry BERNSTEIN|MM. Constant REMY|Will Rogers Harold|MARDI GRAS|Emile KOLTZ|président, Max METZ|Théodore Statut;na;0.0;551;Publicité 8 Page 4;tm-fr-all-v2.0_tp21_fr|0.203 tm-fr-all-v2.0_tp22_fr|0.051 tm-fr-all-v2.0_tp35_fr|0.112 tm-fr-all-v2.0_tp39_fr|0.221 tm-fr-all-v2.0_tp45_fr|0.046 tm-fr-all-v2.0_tp49_fr|0.072 tm-fr-all-v2.0_tp70_fr|0.028 tm-fr-all-v2.0_tp81_fr|0.098 ;ad;1925
indeplux-1925-02-20-b-i0052;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-b;fr;Bar;1;;indeplux;na;na;3;na;;na;0.0;29;Publicité 2 Page 3;tm-fr-all-v2.0_tp43_fr|0.213 tm-fr-all-v2.0_tp69_fr|0.023 tm-fr-all-v2.0_tp93_fr|0.071 ;ad;1925
indeplux-1925-02-20-b-i0053;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-b;fr;PARIS;1;;indeplux;na;na;3;na;;na;0.0;24;Publicité 3 Page 3;tm-fr-all-v2.0_tp15_fr|0.228 tm-fr-all-v2.0_tp24_fr|0.055 tm-fr-all-v2.0_tp43_fr|0.055 tm-fr-all-v2.0_tp49_fr|0.03 tm-fr-all-v2.0_tp94_fr|0.067 ;ad;1925
indeplux-1925-02-20-b-i0058;na;local-elgu-YtG0FE-c,local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-20T00:00:00Z;N;True;False;indeplux-1925-02-20-b;fr;LUXEMBOURG|LUXEMBOURG|Luxembourg|Luxembourg|Luxembourg|Luxembourg|Liège;1;;indeplux;na;na;4;na;Gala Karsenly Bureau|M. Henry BERNSTEIN|M. Henry BERNSTEIN|MM. Constant REMY|Will Rogers Harold Lloyd|MARDI GRAS|Emile KOLTZ;na;0.0;560;Publicité 8 Page 4;tm-fr-all-v2.0_tp21_fr|0.176 tm-fr-all-v2.0_tp22_fr|0.083 tm-fr-all-v2.0_tp35_fr|0.18 tm-fr-all-v2.0_tp39_fr|0.189 tm-fr-all-v2.0_tp49_fr|0.119 tm-fr-all-v2.0_tp81_fr|0.083 ;ad;1925
indeplux-1925-02-21-a-i0054;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-a;fr;;1;;indeplux;na;na;3;na;;na;0.0;43;Publicité 1 Page 3;tm-fr-all-v2.0_tp10_fr|0.02 tm-fr-all-v2.0_tp24_fr|0.062 tm-fr-all-v2.0_tp25_fr|0.02 tm-fr-all-v2.0_tp26_fr|0.02 tm-fr-all-v2.0_tp29_fr|0.034 tm-fr-all-v2.0_tp34_fr|0.02 tm-fr-all-v2.0_tp37_fr|0.02 tm-fr-all-v2.0_tp49_fr|0.187 tm-fr-all-v2.0_tp64_fr|0.02 tm-fr-all-v2.0_tp80_fr|0.02 tm-fr-all-v2.0_tp85_fr|0.02 ;ad;1925
indeplux-1925-02-21-a-i0055;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-a;fr;PARIS;1;;indeplux;na;na;3;na;;na;0.0;24;Publicité 2 Page 3;tm-fr-all-v2.0_tp15_fr|0.277 tm-fr-all-v2.0_tp24_fr|0.043 tm-fr-all-v2.0_tp43_fr|0.043 tm-fr-all-v2.0_tp94_fr|0.067 ;ad;1925
indeplux-1925-02-21-a-i0056;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-a;fr;Bar;1;;indeplux;na;na;3;na;;na;0.0;28;Publicité 3 Page 3;tm-fr-all-v2.0_tp43_fr|0.213 tm-fr-all-v2.0_tp69_fr|0.023 tm-fr-all-v2.0_tp93_fr|0.071 ;ad;1925
indeplux-1925-02-21-a-i0065;na;local-elgu-YtG0FE-c,local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-a;fr;Luxembourg|Paris;1;;indeplux;na;na;4;na;Kino Palace|SAGE Comédie|Will Rogers Harold Lloyd;na;0.0;290;Publicité 12 Page 4;tm-fr-all-v2.0_tp02_fr|0.023 tm-fr-all-v2.0_tp17_fr|0.206 tm-fr-all-v2.0_tp22_fr|0.102 tm-fr-all-v2.0_tp23_fr|0.023 tm-fr-all-v2.0_tp38_fr|0.027 tm-fr-all-v2.0_tp51_fr|0.055 tm-fr-all-v2.0_tp60_fr|0.159 tm-fr-all-v2.0_tp67_fr|0.045 ;ad;1925
indeplux-1925-02-21-b-i0056;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-b;fr;;1;;indeplux;na;na;3;na;;na;0.0;41;Publicité 2 Page 3;tm-fr-all-v2.0_tp22_fr|0.034 tm-fr-all-v2.0_tp24_fr|0.02 tm-fr-all-v2.0_tp25_fr|0.062 tm-fr-all-v2.0_tp29_fr|0.02 tm-fr-all-v2.0_tp46_fr|0.034 tm-fr-all-v2.0_tp49_fr|0.076 tm-fr-all-v2.0_tp59_fr|0.02 tm-fr-all-v2.0_tp62_fr|0.02 tm-fr-all-v2.0_tp64_fr|0.02 tm-fr-all-v2.0_tp73_fr|0.076 tm-fr-all-v2.0_tp74_fr|0.02 tm-fr-all-v2.0_tp85_fr|0.02 tm-fr-all-v2.0_tp94_fr|0.02 tm-fr-all-v2.0_tp96_fr|0.02 ;ad;1925
indeplux-1925-02-21-b-i0057;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-b;fr;PARIS;1;;indeplux;na;na;3;na;;na;0.0;24;Publicité 3 Page 3;tm-fr-all-v2.0_tp15_fr|0.277 tm-fr-all-v2.0_tp24_fr|0.067 tm-fr-all-v2.0_tp38_fr|0.03 tm-fr-all-v2.0_tp94_fr|0.043 ;ad;1925
indeplux-1925-02-21-b-i0058;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-b;fr;Bar;1;;indeplux;na;na;3;na;;na;0.0;28;Publicité 4 Page 3;tm-fr-all-v2.0_tp01_fr|0.039 tm-fr-all-v2.0_tp15_fr|0.023 tm-fr-all-v2.0_tp43_fr|0.15 tm-fr-all-v2.0_tp45_fr|0.023 tm-fr-all-v2.0_tp69_fr|0.023 tm-fr-all-v2.0_tp82_fr|0.023 tm-fr-all-v2.0_tp93_fr|0.055 ;ad;1925
indeplux-1925-02-21-b-i0069;na;local-elgu-YtG0FE-c,local-elgu-Y10ZFslw;[redacted];BNL;LU;1925-02-21T00:00:00Z;N;True;False;indeplux-1925-02-21-b;fr;Luxembourg|Paris;1;;indeplux;na;na;4;na;SAGE Comédie|Will Rogers Harold;na;0.0;282;Publicité 15 Page 4;tm-fr-all-v2.0_tp08_fr|0.098 tm-fr-all-v2.0_tp16_fr|0.024 tm-fr-all-v2.0_tp17_fr|0.268 tm-fr-all-v2.0_tp51_fr|0.128 tm-fr-all-v2.0_tp60_fr|0.142 tm-fr-all-v2.0_tp92_fr|0.024 ;ad;1925
indeplux-1926-02-06-a-i0059;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-06T00:00:00Z;N;True;False;indeplux-1926-02-06-a;fr;Luxembourg;1;;indeplux;na;na;3;na;;na;0.0;18;Publicité 8 Page 3;tm-fr-all-v2.0_tp24_fr|0.027 tm-fr-all-v2.0_tp81_fr|0.027 tm-fr-all-v2.0_tp94_fr|0.119 tm-fr-all-v2.0_tp96_fr|0.027 ;ad;1926
indeplux-1926-02-06-b-i0060;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-06T00:00:00Z;N;True;False;indeplux-1926-02-06-b;fr;Luxembourg;1;;indeplux;na;na;3;na;;na;0.0;33;Publicité 5 Page 3;tm-fr-all-v2.0_tp09_fr|0.15 tm-fr-all-v2.0_tp10_fr|0.023 tm-fr-all-v2.0_tp18_fr|0.023 tm-fr-all-v2.0_tp29_fr|0.023 tm-fr-all-v2.0_tp32_fr|0.023 tm-fr-all-v2.0_tp53_fr|0.039 tm-fr-all-v2.0_tp67_fr|0.023 tm-fr-all-v2.0_tp78_fr|0.023 tm-fr-all-v2.0_tp90_fr|0.023 ;ad;1926
indeplux-1926-02-06-b-i0061;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-06T00:00:00Z;N;True;False;indeplux-1926-02-06-b;fr;Luxembourg;1;;indeplux;na;na;3;na;;na;0.0;18;Publicité 6 Page 3;tm-fr-all-v2.0_tp81_fr|0.045 tm-fr-all-v2.0_tp94_fr|0.101 tm-fr-all-v2.0_tp96_fr|0.045 ;ad;1926
indeplux-1926-02-08-b-i0048;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-08T00:00:00Z;N;True;False;indeplux-1926-02-08-b;fr;Luxembourg;1;;indeplux;na;na;3;na;;na;0.0;23;Publicité 2 Page 3;tm-fr-all-v2.0_tp13_fr|0.027 tm-fr-all-v2.0_tp27_fr|0.027 tm-fr-all-v2.0_tp30_fr|0.045 tm-fr-all-v2.0_tp36_fr|0.027 tm-fr-all-v2.0_tp43_fr|0.045 tm-fr-all-v2.0_tp58_fr|0.045 ;ad;1926
indeplux-1926-02-09-a-i0060;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-09T00:00:00Z;N;True;False;indeplux-1926-02-09-a;fr;LUXEMBOURG|Luxembourg|Lorraine|Luxembourg|Luxembourg|LUXEMBOURG|Belgique|Bruxelles|Lyon|MEUSE|Bruxelles;1;;indeplux;na;na;4;na;Paris Bureau|Luigi PIRANDELLO|Les Banques|Albert Dumonceau|Auguste Lang;na;0.0;542;Publicité 12 Page 4;tm-fr-all-v2.0_tp22_fr|0.124 tm-fr-all-v2.0_tp26_fr|0.273 tm-fr-all-v2.0_tp35_fr|0.116 tm-fr-all-v2.0_tp40_fr|0.045 tm-fr-all-v2.0_tp49_fr|0.128 tm-fr-all-v2.0_tp99_fr|0.025 ;ad;1926
indeplux-1926-02-09-b-i0064;na;local-elgu-Y10ZFslw;[redacted];BNL;LU;1926-02-09T00:00:00Z;N;True;False;indeplux-1926-02-09-b;fr;LUXEMBOURG|Luxembourg|Lorraine|Luxembourg|Luxembourg|LUXEMBOURG|Belgique|Bruxelles|Lyon|ARLON|MEUSE|Bruxelles;1;;indeplux;na;na;4;na;Paris Bureau|Luigi PIRANDELLO|Les Banques|Auguste Lang;na;0.0;536;Publicité 11 Page 4;tm-fr-all-v2.0_tp22_fr|0.131 tm-fr-all-v2.0_tp26_fr|0.265 tm-fr-all-v2.0_tp32_fr|0.035 tm-fr-all-v2.0_tp35_fr|0.137 tm-fr-all-v2.0_tp49_fr|0.118 tm-fr-all-v2.0_tp85_fr|0.022 tm-fr-all-v2.0_tp99_fr|0.024 ;ad;1926
