uid,type,title,transcript,locations,persons,topics,transcriptLength,totalPages,languageCode,isOnFrontPage,publicationDate,countryCode,dataProviderCode,mediaCode,mediaType
indeplux-1910-02-05-a-i0051,ad,Publicité 12 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Belfort', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 2}]",[],"[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.185}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.303}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp48_fr', 'relevance': 0.086}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.088}]",581,1,fr,False,1910-02-05T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1910-02-19-a-i0048,ad,Publicité 7 Page 4,,"[{'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-R.A.E.C._Mons', 'relevance': 1}, {'uid': 'aida-0001-54-Marche', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Munich', 'relevance': 1}, {'uid': 'aida-0001-54-Nancy', 'relevance': 1}, {'uid': 'aida-0001-54-Essen', 'relevance': 1}, {'uid': 'aida-0001-54-London', 'relevance': 1}, {'uid': 'aida-0001-54-England', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp38_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.077}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.281}, {'uid': 'tm-fr-all-v2.0_tp65_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.149}]",545,1,fr,False,1910-02-19T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1912-11-07-a-i0036,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Berlin', 'relevance': 4}, {'uid': 'aida-0001-54-Burg_bei_Magdeburg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Donna_Air', 'relevance': 2}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}]","[{'uid': 'aida-0001-50-Hans_Hildebrand', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp17_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.11}, {'uid': 'tm-fr-all-v2.0_tp61_fr', 'relevance': 0.174}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.041}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.042}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.169}, {'uid': 'tm-fr-all-v2.0_tp99_fr', 'relevance': 0.051}]",659,1,fr,False,1912-11-07T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1913-02-03-a-i0061,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Cap-Haïtien', 'relevance': 1}, {'uid': 'aida-0001-54-Copenhagen_Airport', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Metz', 'relevance': 2}]","[{'uid': 'aida-0001-50-Mardi_Gras', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.304}, {'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.096}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp48_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.129}, {'uid': 'tm-fr-all-v2.0_tp55_fr', 'relevance': 0.052}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.078}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.03}]",661,1,fr,False,1913-02-03T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1929-01-23-a-i0033,ad,Publicité 4 Page 4,,"[{'uid': 'aida-0001-54-Nancy', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-R.A.E.C._Mons', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Elizabeth_Devereux-Rochester', 'relevance': 1}]","[{'uid': 'aida-0001-50-Alfred_Neumann_$28$writer$29$', 'relevance': 1}, {'uid': 'aida-0001-50-Robert_Z._Leonard', 'relevance': 1}, {'uid': 'aida-0001-50-Lew_Cody', 'relevance': 1}, {'uid': 'aida-0001-50-Mel_Charles', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.623}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.04}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.176}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.025}]",634,1,fr,False,1929-01-23T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxwort-1940-02-02-a-i0117,ad,Pub. 14 Page 8,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}]",[],"[{'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.514}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.065}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.137}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.079}]",553,1,fr,False,1940-02-02T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1947-02-13-a-i0083,ad,Pub. 10 Page 7,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Brussels', 'relevance': 3}, {'uid': 'aida-0001-54-Brazil', 'relevance': 1}, {'uid': 'aida-0001-54-Poti', 'relevance': 1}, {'uid': 'aida-0001-54-Karlsbad_$28$Baden$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Armen$2c$_Albania', 'relevance': 1}, {'uid': 'aida-0001-54-Charlotte$2c$_North_Carolina', 'relevance': 1}, {'uid': 'aida-0001-54-Bonn', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.416}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.029}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.132}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.233}, {'uid': 'tm-de-all-v2.0_tp79_de', 'relevance': 0.037}, {'uid': 'tm-de-all-v2.0_tp87_de', 'relevance': 0.046}]",3678,1,de,False,1947-02-13T00:00:00+00:00,LU,BNL,luxwort,newspaper
indeplux-1912-11-11-a-i0035,ad,Publicité 1 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-The_Hague', 'relevance': 1}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 3}, {'uid': 'aida-0001-54-Wei_Mo', 'relevance': 1}, {'uid': 'aida-0001-54-Magenta$2c$_Italy', 'relevance': 1}]","[{'uid': 'aida-0001-50-Édouard_Blau', 'relevance': 1}, {'uid': 'aida-0001-50-Georges_Hartmann', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.168}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.113}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.201}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.105}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.175}, {'uid': 'tm-fr-all-v2.0_tp99_fr', 'relevance': 0.063}]",699,1,fr,False,1912-11-11T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1934-02-09-a-i0041,ad,Publicité 6 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 7}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}]","[{'uid': 'aida-0001-50-Paul_Abraham', 'relevance': 2}, {'uid': 'aida-0001-50-Jean_Gabin', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.337}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.135}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.215}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp61_fr', 'relevance': 0.09}]",632,1,fr,False,1934-02-09T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxwort-1922-02-22-a-i0042,ad,Pub. 20 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 9}, {'uid': 'aida-0001-54-Lorraine_$28$duchy$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Esch-sur-Alzette', 'relevance': 1}]","[{'uid': 'aida-0001-50-Dagmar_Grossmann', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.68}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.149}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.043}]",643,1,fr,False,1922-02-22T00:00:00+00:00,LU,BNL,luxwort,newspaper
tageblatt-1922-08-14-a-i0044,ad,"mBBWW""i'irf^S' ^̃Bia*Ki* ™i*e 'HHBBBW^MRroffnnBHffMMffl i",,"[{'uid': 'aida-0001-54-Brussels', 'relevance': 4}, {'uid': 'aida-0001-54-Venice', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}]","[{'uid': 'aida-0001-50-A._J._Jacobs', 'relevance': 1}, {'uid': 'aida-0001-50-Art_Albrecht', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp00_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.376}, {'uid': 'tm-fr-all-v2.0_tp37_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp78_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.097}]",716,1,fr,False,1922-08-14T00:00:00+00:00,LU,BNL,tageblatt,newspaper
tageblatt-1946-02-01-a-i0052,ad,j VEREIXE | Association des,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Saarbrücken', 'relevance': 1}, {'uid': 'aida-0001-54-Ted_Schroeder', 'relevance': 1}, {'uid': 'aida-0001-54-Belgium', 'relevance': 2}]","[{'uid': 'aida-0001-50-Gestapo', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.059}, {'uid': 'tm-fr-all-v2.0_tp29_fr', 'relevance': 0.028}, {'uid': 'tm-fr-all-v2.0_tp31_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.108}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.083}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.21}]",647,1,fr,False,1946-02-01T00:00:00+00:00,LU,BNL,tageblatt,newspaper
luxwort-1922-02-16-b-i0036,ad,Pub. 9 Page 4,,"[{'uid': 'aida-0001-54-Kolonia', 'relevance': 1}, {'uid': 'aida-0001-54-Louis_Wagner', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Belgium', 'relevance': 1}]","[{'uid': 'aida-0001-50-Chasseur', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp16_de', 'relevance': 0.033}, {'uid': 'tm-de-all-v2.0_tp18_de', 'relevance': 0.078}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.02}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.122}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.071}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.192}, {'uid': 'tm-de-all-v2.0_tp79_de', 'relevance': 0.029}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.284}]",1848,1,de,False,1922-02-16T00:00:00+00:00,LU,BNL,luxwort,newspaper
indeplux-1912-02-19-a-i0042,ad,Publicité 3 Page 4,,"[{'uid': 'aida-0001-54-MTV_Finland', 'relevance': 1}, {'uid': 'aida-0001-54-Ischia', 'relevance': 1}, {'uid': 'aida-0001-54-Copenhagen_Airport', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}]","[{'uid': 'aida-0001-50-Josef_Bayer', 'relevance': 1}, {'uid': 'aida-0001-50-Arthur_Sullivan', 'relevance': 1}, {'uid': 'aida-0001-50-Joseph_M._Belford', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp00_fr', 'relevance': 0.073}, {'uid': 'tm-fr-all-v2.0_tp12_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.335}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.116}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.147}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.021}]",669,1,fr,False,1912-02-19T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1912-11-09-a-i0051,ad,Publicité 6 Page 4,,"[{'uid': 'aida-0001-54-France', 'relevance': 5}, {'uid': 'aida-0001-54-Mau', 'relevance': 1}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}, {'uid': 'aida-0001-54-Norway', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Magenta_$28$Norwegian_band$29$', 'relevance': 1}]","[{'uid': 'aida-0001-50-Madeleine_Des_Roches', 'relevance': 1}, {'uid': 'aida-0001-50-André_Deed', 'relevance': 1}, {'uid': 'aida-0001-50-Evelin_Lindner', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp19_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.166}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.191}, {'uid': 'tm-fr-all-v2.0_tp61_fr', 'relevance': 0.05}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.116}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.109}]",787,1,fr,False,1912-11-09T00:00:00+00:00,LU,BNL,indeplux,newspaper
tageblatt-1931-02-13-b-i0128,ad,Ê uf~~ ))))r~tntS)))H ? t,,"[{'uid': 'aida-0001-54-ATP_Luxembourg', 'relevance': 6}, {'uid': 'aida-0001-54-Jost_Trier', 'relevance': 1}, {'uid': 'aida-0001-54-Lorraine_$28$region$29$', 'relevance': 2}, {'uid': 'aida-0001-54-Theo_Lingen', 'relevance': 2}, {'uid': 'aida-0001-54-Hamme', 'relevance': 2}, {'uid': 'aida-0001-54-Richard_Wagner', 'relevance': 1}]","[{'uid': 'aida-0001-50-Dan_Muller', 'relevance': 1}, {'uid': 'aida-0001-50-Steve_Molitor', 'relevance': 1}, {'uid': 'aida-0001-50-Sven_Schmitt', 'relevance': 1}, {'uid': 'aida-0001-50-Heidi_Montag', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.212}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.056}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.231}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.156}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.098}, {'uid': 'tm-de-all-v2.0_tp99_de', 'relevance': 0.088}]",1758,1,de,False,1931-02-13T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1905-08-26-a-i0031,ad,Publicité 2 Page 4,,"[{'uid': 'aida-0001-54-Paris', 'relevance': 2}, {'uid': 'aida-0001-54-Brussels', 'relevance': 2}, {'uid': 'aida-0001-54-Venice', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 9}, {'uid': 'aida-0001-54-Munich', 'relevance': 1}, {'uid': 'aida-0001-54-Immanuel_Kant', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp36_fr', 'relevance': 0.026}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.353}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.042}, {'uid': 'tm-fr-all-v2.0_tp65_fr', 'relevance': 0.04}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.364}]",733,1,fr,False,1905-08-26T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxwort-1935-03-01-a-i0121,ad,Pub. 28 Page 16,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Hamm', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-Essen', 'relevance': 1}, {'uid': 'aida-0001-54-Ger_Senden', 'relevance': 1}, {'uid': 'aida-0001-54-Fargo$2c$_North_Dakota', 'relevance': 1}]","[{'uid': 'aida-0001-50-Binsfeld', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.747}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.069}, {'uid': 'tm-de-all-v2.0_tp91_de', 'relevance': 0.052}]",2578,1,de,False,1935-03-01T00:00:00+00:00,LU,BNL,luxwort,newspaper
indeplux-1914-02-23-a-i0075,ad,Publicité 6 Page 4,,"[{'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 4}, {'uid': 'aida-0001-54-Berlin', 'relevance': 4}, {'uid': 'aida-0001-54-Ardennes', 'relevance': 1}]","[{'uid': 'aida-0001-50-Prince_Henri$2c$_Count_of_Paris$2c$_Duke_of_France', 'relevance': 1}, {'uid': 'aida-0001-50-Luc_Housse', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.17}, {'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.299}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.274}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp53_fr', 'relevance': 0.034}]",799,1,fr,False,1914-02-23T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxwort-1925-02-21-a-i0054,ad,Pub. 19 Page 6,,"[{'uid': 'aida-0001-54-Fortuna_Düsseldorf', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Gary_Nord', 'relevance': 1}, {'uid': 'aida-0001-54-Sam_Noto', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.024}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.544}, {'uid': 'tm-de-all-v2.0_tp66_de', 'relevance': 0.024}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.074}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.147}]",3170,1,de,False,1925-02-21T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1921-02-05-a-i0035,ad,Pub. 6 Page 6,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Erma_Franklin', 'relevance': 1}, {'uid': 'aida-0001-54-Angers', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Richard_Wagner', 'relevance': 1}, {'uid': 'aida-0001-54-Auch', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.155}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.532}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.109}, {'uid': 'tm-de-all-v2.0_tp88_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.111}]",2681,1,de,False,1921-02-05T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1930-02-26-a-i0047,ad,Pub. 27 Page 7,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 6}, {'uid': 'aida-0001-54-Moselle', 'relevance': 2}, {'uid': 'aida-0001-54-Strasbourg', 'relevance': 2}, {'uid': 'aida-0001-54-Nancy', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}, {'uid': 'aida-0001-54-Longwy', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp17_fr', 'relevance': 0.033}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.056}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.052}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.05}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.123}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.06}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.333}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.15}]",848,1,fr,False,1930-02-26T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1948-01-12-a-i0055,ad,Pub. 6 Page 5,,[],"[{'uid': 'aida-0001-50-Ed_Goddard', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.334}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp38_fr', 'relevance': 0.062}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.075}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp99_fr', 'relevance': 0.19}]",885,1,fr,False,1948-01-12T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1947-01-30-a-i0086,ad,Pub. 11 Page 7,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 7}, {'uid': 'aida-0001-54-Portugal', 'relevance': 1}, {'uid': 'aida-0001-54-Konz', 'relevance': 1}, {'uid': 'aida-0001-54-Esch-sur-Alzette', 'relevance': 2}, {'uid': 'aida-0001-54-Landes_$28$department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}]","[{'uid': 'aida-0001-50-Joe_Pasternak', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.396}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.044}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.133}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.089}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.107}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.07}]",987,1,fr,False,1947-01-30T00:00:00+00:00,LU,BNL,luxwort,newspaper
luxwort-1924-03-03-a-i0034,ad,Pub. 11 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-International_Broadcasting_Bureau', 'relevance': 1}, {'uid': 'aida-0001-54-Marken', 'relevance': 1}, {'uid': 'aida-0001-54-Landes_$28$department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Lage', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 1}]","[{'uid': 'aida-0001-50-Harley-Davidson', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.343}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.219}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.087}, {'uid': 'tm-de-all-v2.0_tp78_de', 'relevance': 0.02}, {'uid': 'tm-de-all-v2.0_tp79_de', 'relevance': 0.037}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.187}]",2828,1,de,False,1924-03-03T00:00:00+00:00,LU,BNL,luxwort,newspaper
obermosel-1947-01-16-a-i0082,ad,Publicité 4 Page 8,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}, {'uid': 'aida-0001-54-Menton', 'relevance': 1}, {'uid': 'aida-0001-54-Grasse', 'relevance': 1}, {'uid': 'aida-0001-54-Pontarlier', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 3}]","[{'uid': 'aida-0001-50-Icehouse_$28$band$29$', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.051}, {'uid': 'tm-de-all-v2.0_tp18_de', 'relevance': 0.084}, {'uid': 'tm-de-all-v2.0_tp49_de', 'relevance': 0.092}, {'uid': 'tm-de-all-v2.0_tp66_de', 'relevance': 0.068}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.459}]",204,1,de,False,1947-01-16T00:00:00+00:00,LU,BNL,obermosel,newspaper
tageblatt-1947-01-18-a-i0114,ad,"r »– janvier 1947 Madame,",,"[{'uid': 'aida-0001-54-Ware_F.C.', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}, {'uid': 'aida-0001-54-Nice', 'relevance': 1}, {'uid': 'aida-0001-54-Grasse', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.23}, {'uid': 'tm-de-all-v2.0_tp71_de', 'relevance': 0.461}]",256,1,de,False,1947-01-18T00:00:00+00:00,LU,BNL,tageblatt,newspaper
