uid,type,title,transcript,languageCode,publicationDate,mediaCode,publicationMonth
tageblatt-1928-09-01-a-i0169,ad,"Musiqoe militaire. Concert du dimanche,",,de,1928-09-01,tageblatt,09
tageblatt-1932-02-01-a-i0077,ad,•ALLE DES VENTE8 PUBLIQUES N.,,de,1932-02-01,tageblatt,02
armeteufel-1922-02-25-a-i0020,ad,Publicité 1 Page 4,,de,1922-02-25,armeteufel,02
luxwort-1927-02-26-a-i0037,ad,Pub. 8 Page 4,,de,1927-02-26,luxwort,02
tageblatt-1926-02-12-a-i0086,ad,I Große Gelegenheit !1 1,,de,1926-02-12,tageblatt,02
dunioun-1948-02-02-a-i0063,ad,Publicité 8 Page 4,,lb,1948-02-02,dunioun,02
luxland-1964-01-24-a-i0103,ad,Publicité 13 Page 8,,fr,1964-01-24,luxland,01
luxland-1965-01-29-a-i0094,ad,Publicité 11 Page 10,,fr,1965-01-29,luxland,01
luxwort-1924-01-03-a-i0023,ad,Pub. 6 Page 4,,de,1924-01-03,luxwort,01
obermosel-1928-11-10-a-i0035,ad,Publicité 12 Page 4,,de,1928-11-10,obermosel,11
luxwort-1925-08-14-a-i0053,ad,Pub. 20 Page 4,,de,1925-08-14,luxwort,08
obermosel-1936-02-19-a-i0078,ad,Publicité 5 Page 5,,de,1936-02-19,obermosel,02
tageblatt-1924-03-01-a-i0096,ad,DRAMA AN ENGEM AKT I,,de,1924-03-01,tageblatt,03
tageblatt-1925-02-21-a-i0093,ad,"Grand Café THOLEY, Esch-Alz. Propr.",,de,1925-02-21,tageblatt,02
luxwort-1913-01-24-a-i0058,ad,Pub. 12 Page 5,,de,1913-01-24,luxwort,01
tageblatt-1924-03-01-a-i0087,ad,"«RESTAURANT CENTRAL», 8, Rue de",,fr,1924-03-01,tageblatt,03
tageblatt-1945-02-09-a-i0036,ad,ERÖFFNUNG VUM Md toebapd ZO',,fr,1945-02-09,tageblatt,02
luxwort-1924-11-12-a-i0047,ad,Pub. 21 Page 4,,de,1924-11-12,luxwort,11
luxwort-1926-08-18-a-i0053,ad,Pub. 12 Page 5,,de,1926-08-18,luxwort,08
luxwort-1932-02-03-a-i0055,ad,Pub. 15 Page 6,,de,1932-02-03,luxwort,02
obermosel-1928-08-11-a-i0053,ad,Publicité 12 Page 3,,de,1928-08-11,obermosel,08
obermosel-1935-03-01-a-i0039,ad,Publicité 8 Page 4,,de,1935-03-01,obermosel,03
obermosel-1938-02-25-a-i0097,ad,Publicité 10 Page 12,,de,1938-02-25,obermosel,02
tageblatt-1929-02-06-b-i0065,ad,Heute Mittwoch ;̃̃. In Esch-AIzette,,de,1929-02-06,tageblatt,02
tageblatt-1923-02-10-a-i0167,ad,~~&X~x~x~~xx~ Où passe-t-o» agréablement quelques,,fr,1923-02-10,tageblatt,02
dunioun-1947-02-14-a-i0095,ad,Publicité 14 Page 8,,lb,1947-02-14,dunioun,02
tageblatt-1928-03-09-b-i0074,ad,mznm ÜMM BE LA COUR,,de,1928-03-09,tageblatt,03
tageblatt-1933-02-24-a-i0096,ad,~4~MMMt~ ? 9397 .7 gin,,de,1933-02-24,tageblatt,02
tageblatt-1936-02-21-a-i0107,ad,Association des Commergants d'Esch. Sollt,,de,1936-02-21,tageblatt,02
tageblatt-1938-07-29-a-i0097,ad,KONZERTE. MUSIQUE MILITAIRE. Concert du,,de,1938-07-29,tageblatt,07
luxwort-1923-02-10-a-i0057,ad,Pub. 21 Page 5,,de,1923-02-10,luxwort,02
indeplux-1921-02-05-a-i0068,ad,Publicité 9 Page 4,,fr,1921-02-05,indeplux,02
luxwort-1950-02-17-a-i0094,ad,Pub. 33 Page 6,,de,1950-02-17,luxwort,02
tageblatt-1923-02-09-a-i0049,ad,SfABT mm A. D. ALggTTE.,,de,1923-02-09,tageblatt,02
tageblatt-1925-02-21-a-i0102,ad,Âckerhautrcdn-Versteigernng 1 zu EHLINGEN an,,de,1925-02-21,tageblatt,02
tageblatt-1950-02-17-a-i0089,ad,"~~u,r®a1 SCHIFFLANGE Le plus moderne",,de,1950-02-17,tageblatt,02
indeplux-1924-02-29-a-i0047,ad,Publicité 12 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-02-29-b-i0038,ad,Publicité 11 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1928-02-18-a-i0039,ad,Publicité 13 Page 4,,fr,1928-02-18,indeplux,02
luxembourg1935-1937-02-06-a-i0116,ad,Publicité 19 Page 6,,fr,1937-02-06,luxembourg1935,02
tageblatt-1931-02-14-a-i0231,ad,~i!~=ma~&lt; rE===~ fTTHötelirparc. Eschf 'L'HOte~uParc.Esch',,fr,1931-02-14,tageblatt,02
obermosel-1933-02-22-a-i0043,ad,Publicité 7 Page 4,,de,1933-02-22,obermosel,02
tageblatt-1932-02-03-a-i0069,ad,"heute rflPiS'P 3I3GG heute Mittwoch,",,de,1932-02-03,tageblatt,02
tageblatt-1934-11-13-a-i0095,ad,"MÜNCHEN 740 kHz. (405,4 m.)",,de,1934-11-13,tageblatt,11
tageblatt-1946-03-01-a-i0062,ad,AVIS DE LA VILLE D'ESCH-ALZETTE.,,de,1946-03-01,tageblatt,03
indeplux-1928-02-18-a-i0030,ad,Publicité 4 Page 2,,fr,1928-02-18,indeplux,02
luxembourg1935-1939-02-20-a-i0128,ad,Publicité 4 Page 3,,fr,1939-02-20,luxembourg1935,02
indeplux-1921-02-07-a-i0055,ad,Publicité 2 Page 3,,fr,1921-02-07,indeplux,02
tageblatt-1935-08-12-a-i0091,ad,!~J~10 RADIO LUXEMBOURG 230 kHz.,,de,1935-08-12,tageblatt,08
luxwort-1936-02-15-a-i0142,ad,Pub. 51 Page 13,,de,1936-02-15,luxwort,02
tageblatt-1925-11-14-a-i0094,ad,"[/ETABLI DE MENAGE. Brevete, indispensasle",,de,1925-11-14,tageblatt,11
tageblatt-1926-11-24-a-i0080,ad,"CARNAVAL~AmANAS I LUXEMBURG -BAHNHOF, I",,de,1926-11-24,tageblatt,11
tageblatt-1935-08-02-a-i0101,ad,RADIO LUXEMBOURG 230 kHz. (1304,,de,1935-08-02,tageblatt,08
tageblatt-1950-02-15-a-i0104,ad,"j AMTLICHES ""] ASSURANCE CONTRE",,de,1950-02-15,tageblatt,02
luxembourg1935-1939-02-18-a-i0105,ad,Publicité 1 Page 3,,fr,1939-02-18,luxembourg1935,02
luxland-1994-02-11-a-i0108,ad,Publicité 6 Page 8,,fr,1994-02-11,luxland,02
luxland-1996-02-16-a-i0127,ad,Publicité 8 Page 12,,fr,1996-02-16,luxland,02
luxland-1997-02-07-a-i0091,ad,Publicité 4 Page 8,,fr,1997-02-07,luxland,02
luxland-1998-02-20-a-i0120,ad,Publicité 7 Page 12,,fr,1998-02-20,luxland,02
luxwort-1926-02-10-a-i0051,ad,Pub. 12 Page 5,,fr,1926-02-10,luxwort,02
buergerbeamten-1908-02-29-a-i0023,ad,Publicité 1 Page 6,,fr,1908-02-29,buergerbeamten,02
indeplux-1930-03-01-a-i0031,ad,Publicité 4 Page 3,,fr,1930-03-01,indeplux,03
indeplux-1932-05-12-a-i0043,ad,Publicité 4 Page 3,,fr,1932-05-12,indeplux,05
luxland-1958-01-24-a-i0145,ad,Publicité 10 Page 7,,fr,1958-01-24,luxland,01
luxland-1970-01-16-a-i0102,ad,Publicité 8 Page 8,,fr,1970-01-16,luxland,01
luxwort-1948-02-05-a-i0053,ad,Pub. 12 Page 6,,fr,1948-02-05,luxwort,02
tageblatt-1949-02-26-a-i0191,ad,Matelots et capitaines au long,,fr,1949-02-26,tageblatt,02
tageblatt-1926-02-08-a-i0064,ad,1– O II r 1,,fr,1926-02-08,tageblatt,02
tageblatt-1928-06-09-b-i0039,ad,"Musique militaire. Concert du vendredl,",,fr,1928-06-09,tageblatt,06
indeplux-1928-02-17-a-i0032,ad,Publicité 11 Page 4,,fr,1928-02-17,indeplux,02
luxembourg1935-1936-02-28-a-i0099,ad,Publicité 3 Page 6,,fr,1936-02-28,luxembourg1935,02
luxembourg1935-1936-03-02-a-i0090,ad,Publicité 4 Page 6,,fr,1936-03-02,luxembourg1935,03
indeplux-1902-02-08-a-i0026,ad,Publicité 4 Page 3,,fr,1902-02-08,indeplux,02
indeplux-1905-02-18-a-i0023,ad,Publicité 2 Page 3,,fr,1905-02-18,indeplux,02
indeplux-1923-02-10-a-i0066,ad,Publicité 1 Page 1,,fr,1923-02-10,indeplux,02
tageblatt-1923-02-07-a-i0054,ad,CASINO DE LUXEMBOURG. Avis important.,,fr,1923-02-07,tageblatt,02
tageblatt-1925-07-10-a-i0044,ad,"Musique müitaire..L Concert du Vendredi,",,fr,1925-07-10,tageblatt,07
tageblatt-1927-06-22-a-i0040,ad,"Musique militaire. Concert du Mercredi,",,fr,1927-06-22,tageblatt,06
tageblatt-1933-06-07-a-i0090,ad,KONZERTE. MUSIQUE MILITAIRE Concert du,,fr,1933-06-07,tageblatt,06
luxwort-1912-12-24-a-i0089,ad,Pub. 12 Page 9,,de,1912-12-24,luxwort,12
luxwort-1924-02-27-a-i0054,ad,Pub. 22 Page 5,,de,1924-02-27,luxwort,02
luxwort-1924-10-31-a-i0079,ad,Pub. 27 Page 12,,de,1924-10-31,luxwort,10
luxwort-1926-02-12-a-i0058,ad,Pub. 8 Page 11,,de,1926-02-12,luxwort,02
luxwort-1927-02-25-b-i0063,ad,Pub. 14 Page 11,,de,1927-02-25,luxwort,02
obermosel-1946-02-28-a-i0040,ad,Publicité 5 Page 4,,de,1946-02-28,obermosel,02
obermosel-1948-01-19-a-i0050,ad,Publicité 2 Page 4,,de,1948-01-19,obermosel,01
tageblatt-1925-07-03-a-i0050,ad,"Des ~'Soc.An-. ~f&Et.A~ VÉLODROME Dimanche,",,de,1925-07-03,tageblatt,07
indeplux-1926-02-12-a-i0056,ad,Publicité 7 Page 4,,fr,1926-02-12,indeplux,02
dunioun-1946-02-28-a-i0069,ad,Publicité 6 Page 4,,fr,1946-02-28,dunioun,02
indeplux-1904-12-28-a-i0024,ad,Publicité 4 Page 4,,fr,1904-12-28,indeplux,12
luxembourg1935-1938-12-16-a-i0112,ad,Publicité 9 Page 6,,fr,1938-12-16,luxembourg1935,12
tageblatt-1939-01-30-a-i0083,ad,Au Carnaval de Nice par,,fr,1939-01-30,tageblatt,01
tageblatt-1933-07-21-a-i0104,ad,"KONZERTE. Esch-Alz., 20. Juli. Der",,de,1933-07-21,tageblatt,07
indeplux-1923-02-10-a-i0078,ad,Publicité 13 Page 4,,fr,1923-02-10,indeplux,02
tageblatt-1927-02-25-a-i0049,ad,!aNO-PALACEMRNSE!FFER LUXEMBOURG. Pour les Jours,,fr,1927-02-25,tageblatt,02
dunioun-1947-01-16-a-i0052,ad,Publicité Page 4,,fr,1947-01-16,dunioun,01
indeplux-1907-12-24-a-i0049,ad,Publicité 9 Page 4,,fr,1907-12-24,indeplux,12
luxembourg1935-1938-02-24-a-i0104,ad,Publicité 11 Page 6,,fr,1938-02-24,luxembourg1935,02
luxwort-1947-01-16-a-i0095,ad,Pub. 7 Page 7,,fr,1947-01-16,luxwort,01
tageblatt-1926-02-12-a-i0077,ad,Carnaval au Majestic LUXEMBOURG Prix,,fr,1926-02-12,tageblatt,02
luxembourg1935-1936-02-27-a-i0101,ad,Publicité 7 Page 6,,fr,1936-02-27,luxembourg1935,02
luxembourg1935-1936-03-04-a-i0105,ad,Publicité 5 Page 6,,fr,1936-03-04,luxembourg1935,03
dunioun-1948-01-10-a-i0122,ad,Publicité 3 Page 8,,fr,1948-01-10,dunioun,01
luxwort-1925-02-21-a-i0037,ad,Pub. 2 Page 4,,fr,1925-02-21,luxwort,02
luxwort-1930-02-27-a-i0035,ad,Pub. 2 Page 3,,fr,1930-02-27,luxwort,02
obermosel-1946-03-02-a-i0052,ad,Publicité 5 Page 6,,fr,1946-03-02,obermosel,03
luxembourg1935-1936-03-03-a-i0086,ad,Publicité 3 Page 6,,fr,1936-03-03,luxembourg1935,03
luxwort-1913-01-23-a-i0048,ad,Pub. 6 Page 4,,fr,1913-01-23,luxwort,01
indeplux-1922-02-25-a-i0096,ad,Publicité 14 Page 4,,fr,1922-02-25,indeplux,02
luxland-1955-03-04-a-i0079,ad,Publicité 6 Page 2,,fr,1955-03-04,luxland,03
indeplux-1925-02-21-a-i0056,ad,Publicité 3 Page 3,,fr,1925-02-21,indeplux,02
indeplux-1931-02-14-a-i0026,ad,Publicité 2 Page 3,,fr,1931-02-14,indeplux,02
luxland-1999-02-12-a-i0185,ad,Publicité 3 Page 6,,fr,1999-02-12,luxland,02
luxwort-1932-01-09-a-i0056,ad,Pub. 17 Page 5,,fr,1932-01-09,luxwort,01
luxwort-1932-01-12-a-i0040,ad,Pub. 2 Page 4,,fr,1932-01-12,luxwort,01
indeplux-1925-02-20-b-i0052,ad,Publicité 2 Page 3,,fr,1925-02-20,indeplux,02
indeplux-1926-02-06-b-i0060,ad,Publicité 5 Page 3,,fr,1926-02-06,indeplux,02
luxembourg1935-1937-02-03-a-i0102,ad,Publicité 8 Page 6,,fr,1937-02-03,luxembourg1935,02
luxembourg1935-1937-02-05-a-i0117,ad,Publicité 14 Page 6,,fr,1937-02-05,luxembourg1935,02
luxwort-1950-02-17-a-i0090,ad,Pub. 29 Page 6,,fr,1950-02-17,luxwort,02
tageblatt-1946-03-01-a-i0052,ad,Rencontre sensationnelle entre equipes professionnelles,,fr,1946-03-01,tageblatt,03
buergerbeamten-1904-02-18-a-i0020,ad,Publicité 6 Page 4,,de,1904-02-18,buergerbeamten,02
obermosel-1926-02-11-a-i0034,ad,Publicité 3 Page 4,,de,1926-02-11,obermosel,02
obermosel-1937-02-03-a-i0068,ad,Publicité 8 Page 8,,de,1937-02-03,obermosel,02
obermosel-1937-02-05-a-i0070,ad,Publicité 4 Page 8,,de,1937-02-05,obermosel,02
tageblatt-1922-08-15-a-i0043,ad,"Faglin Deryke et Co., Fourrues,",,de,1922-08-15,tageblatt,08
tageblatt-1933-08-28-a-i0072,ad,"R&0!0-PROCR&MME Lundi,28aout1933: RADIO LUXEMBOURG 252",,de,1933-08-28,tageblatt,08
tageblatt-1934-08-03-a-i0132,ad,RADIO -PROGRAMME RADIO LUXEMBOURG 230,,de,1934-08-03,tageblatt,08
tageblatt-1937-08-04-a-i0129,ad,"Handel und Gewerbe: ̃- ""Verkäuferin",,de,1937-08-04,tageblatt,08
tageblatt-1947-02-13-a-i0076,ad,mattiè:ong Der werter Awunnerschaft vun,,de,1947-02-13,tageblatt,02
tageblatt-1947-02-15-a-i0147,ad,"BEDEUTENDE Wohnhäuser-Versteigerung zu BETTEMBURG, im",,de,1947-02-15,tageblatt,02
indeplux-1923-02-10-a-i0071,ad,Publicité 6 Page 1,,fr,1923-02-10,indeplux,02
indeplux-1925-02-21-b-i0056,ad,Publicité 2 Page 3,,fr,1925-02-21,indeplux,02
luxwort-1932-02-05-a-i0102,ad,Pub. 25 Page 14,,fr,1932-02-05,luxwort,02
luxwort-1950-02-17-a-i0113,ad,Pub. 52 Page 8,,fr,1950-02-17,luxwort,02
obermosel-1940-02-02-a-i0093,ad,Publicité 8 Page 8,,fr,1940-02-02,obermosel,02
tageblatt-1925-02-21-a-i0075,ad,"Tv&rt;a/&rt;q&lt;)ava Luxembg, Rue de Bonnevoie.",,fr,1925-02-21,tageblatt,02
indeplux-1925-02-21-a-i0054,ad,Publicité 1 Page 3,,fr,1925-02-21,indeplux,02
luxembourg1935-1939-02-02-a-i0088,ad,Publicité 10 Page 4,,fr,1939-02-02,luxembourg1935,02
luxwort-1931-01-10-a-i0079,ad,Pub. 13 Page 5,,fr,1931-01-10,luxwort,01
obermosel-1933-02-24-a-i0035,ad,Publicité 6 Page 4,,fr,1933-02-24,obermosel,02
tageblatt-1929-01-21-a-i0124,ad,"LAMA!SONMCARNAVAL LOCC) Fret-es 6, Rua",,fr,1929-01-21,tageblatt,01
luxembourg1935-1936-02-12-a-i0090,ad,Publicité 6 Page 6,,fr,1936-02-12,luxembourg1935,02
indeplux-1914-02-21-a-i0078,ad,Publicité 10 Page 3,,fr,1914-02-21,indeplux,02
indeplux-1930-02-27-a-i0031,ad,Publicité 6 Page 3,,fr,1930-02-27,indeplux,02
obermosel-1948-02-05-a-i0068,ad,Publicité 11 Page 7,,fr,1948-02-05,obermosel,02
luxembourg1935-1937-02-08-a-i0125,ad,Publicité 6 Page 3,,fr,1937-02-08,luxembourg1935,02
luxwort-1924-02-29-a-i0048,ad,Pub. 7 Page 9,,fr,1924-02-29,luxwort,02
tageblatt-1924-03-01-a-i0098,ad,"Restaurant-Friture JosyCOMES Rue Philippe, Luxembg.",,fr,1924-03-01,tageblatt,03
indeplux-1928-02-13-a-i0037,ad,Publicité 3 Page 3,,fr,1928-02-13,indeplux,02
luxland-1989-02-03-a-i0147,ad,Publicité 11 Page 16,,fr,1989-02-03,luxland,02
luxland-1990-02-23-a-i0118,ad,Publicité 9 Page 13,,fr,1990-02-23,luxland,02
luxland-1992-02-28-a-i0105,ad,Publicité 6 Page 12,,fr,1992-02-28,luxland,02
luxland-1993-02-19-a-i0117,ad,Publicité 5 Page 10,,fr,1993-02-19,luxland,02
luxembourg1935-1940-02-02-a-i0062,ad,Publicité 7 Page 4,,fr,1940-02-02,luxembourg1935,02
luxland-1969-01-31-a-i0123,ad,Publicité 18 Page 10,,fr,1969-01-31,luxland,01
tageblatt-1925-02-20-a-i0076,ad,"Twi/wiflrtVA Luxembg, Rue de Bonnevoie.",,fr,1925-02-20,tageblatt,02
tageblatt-1927-02-25-a-i0061,ad,&lt; ·~ fu.. a MAISON,,fr,1927-02-25,tageblatt,02
tageblatt-1950-02-19-a-i0168,ad,HARMONIE MUNICIPALE de Luxembourg Dimanche,,fr,1950-02-19,tageblatt,02
tageblatt-1935-09-17-a-i0103,ad,e RADIO LUXEMBOURG 230 kHz.,,de,1935-09-17,tageblatt,09
indeplux-1930-03-01-a-i0030,ad,Publicité 3 Page 3,,fr,1930-03-01,indeplux,03
luxembourg1935-1936-02-21-a-i0098,ad,Publicité 6 Page 6,,fr,1936-02-21,luxembourg1935,02
tageblatt-1925-02-13-a-i0046,ad,VOYAGE A NICE A l'occasion,,fr,1925-02-13,tageblatt,02
luxembourg1935-1936-02-19-a-i0105,ad,Publicité 3 Page 6,,fr,1936-02-19,luxembourg1935,02
luxland-1995-02-24-a-i0123,ad,Publicité 7 Page 14,,fr,1995-02-24,luxland,02
buergerbeamten-1904-02-11-a-i0026,ad,Publicité 8 Page 4,,de,1904-02-11,buergerbeamten,02
buergerbeamten-1904-02-20-a-i0030,ad,Publicité 9 Page 4,,de,1904-02-20,buergerbeamten,02
luxwort-1934-02-09-a-i0112,ad,Pub. 13 Page 15,,de,1934-02-09,luxwort,02
obermosel-1928-04-07-a-i0049,ad,Publicité 10 Page 3,,de,1928-04-07,obermosel,04
tageblatt-1925-08-14-a-i0127,ad,s S Restaurant Antomatigne k,,de,1925-08-14,tageblatt,08
tageblatt-1926-02-09-a-i0087,ad,"VARIETE CRESTO, ESCH (vis-ä-vis de",,de,1926-02-09,tageblatt,02
indeplux-1912-04-13-a-i0050,ad,Publicité 6 Page 4,,fr,1912-04-13,indeplux,04
indeplux-1925-02-20-a-i0060,ad,Publicité 8 Page 4,,fr,1925-02-20,indeplux,02
indeplux-1925-02-20-b-i0058,ad,Publicité 8 Page 4,,fr,1925-02-20,indeplux,02
indeplux-1926-02-09-b-i0064,ad,Publicité 11 Page 4,,fr,1926-02-09,indeplux,02
indeplux-1934-07-25-a-i0036,ad,Publicité 6 Page 4,,fr,1934-07-25,indeplux,07
luxembourg1935-1937-02-08-a-i0128,ad,Publicité 9 Page 6,,fr,1937-02-08,luxembourg1935,02
tageblatt-1933-09-09-a-i0120,ad,"RADIO-PROGRAMME Dimanche, 10 septembre 1933.",,fr,1933-09-09,tageblatt,09
luxwort-1933-02-24-a-i0098,ad,Pub. 12 Page 14,,de,1933-02-24,luxwort,02
indeplux-1903-12-29-a-i0028,ad,Publicité 3 Page 4,,fr,1903-12-29,indeplux,12
indeplux-1922-04-01-a-i0060,ad,Publicité 6 Page 4,,fr,1922-04-01,indeplux,04
indeplux-1926-02-09-a-i0060,ad,Publicité 12 Page 4,,fr,1926-02-09,indeplux,02
luxwort-1946-03-01-a-i0050,ad,Pub. 5 Page 3,,fr,1946-03-01,luxwort,03
indeplux-1910-02-18-a-i0048,ad,Publicité 2 Page 4,,fr,1910-02-18,indeplux,02
indeplux-1912-11-08-a-i0040,ad,Publicité 2 Page 4,,fr,1912-11-08,indeplux,11
luxwort-1937-02-03-a-i0090,ad,Pub. 22 Page 8,,fr,1937-02-03,luxwort,02
luxwort-1948-01-29-a-i0040,ad,Pub. 5 Page 5,,fr,1948-01-29,luxwort,01
tageblatt-1925-01-07-a-i0037,ad,F'?~!S~'ii~!SBBBS!MSSN~M ~Bj~WCS MMMME3N NNBBNMBNBN~B' i',,fr,1925-01-07,tageblatt,01
luxwort-1924-03-01-a-i0045,ad,Pub. 20 Page 6,,de,1924-03-01,luxwort,03
luxwort-1918-02-02-a-i0013,ad,Pub. 4 Page 3,,de,1918-02-02,luxwort,02
indeplux-1910-02-05-a-i0051,ad,Publicité 12 Page 4,,fr,1910-02-05,indeplux,02
indeplux-1910-02-19-a-i0048,ad,Publicité 7 Page 4,,fr,1910-02-19,indeplux,02
indeplux-1912-11-07-a-i0036,ad,Publicité 4 Page 4,,fr,1912-11-07,indeplux,11
indeplux-1913-02-03-a-i0061,ad,Publicité 4 Page 4,,fr,1913-02-03,indeplux,02
indeplux-1929-01-23-a-i0033,ad,Publicité 4 Page 4,,fr,1929-01-23,indeplux,01
luxwort-1940-02-02-a-i0117,ad,Pub. 14 Page 8,,fr,1940-02-02,luxwort,02
luxwort-1947-02-13-a-i0083,ad,Pub. 10 Page 7,,de,1947-02-13,luxwort,02
indeplux-1912-11-11-a-i0035,ad,Publicité 1 Page 4,,fr,1912-11-11,indeplux,11
indeplux-1934-02-09-a-i0041,ad,Publicité 6 Page 4,,fr,1934-02-09,indeplux,02
luxwort-1922-02-22-a-i0042,ad,Pub. 20 Page 4,,fr,1922-02-22,luxwort,02
tageblatt-1922-08-14-a-i0044,ad,"mBBWW""i'irf^S' ^̃Bia*Ki* ™i*e 'HHBBBW^MRroffnnBHffMMffl i",,fr,1922-08-14,tageblatt,08
tageblatt-1946-02-01-a-i0052,ad,j VEREIXE | Association des,,fr,1946-02-01,tageblatt,02
luxwort-1922-02-16-b-i0036,ad,Pub. 9 Page 4,,de,1922-02-16,luxwort,02
indeplux-1912-02-19-a-i0042,ad,Publicité 3 Page 4,,fr,1912-02-19,indeplux,02
indeplux-1912-11-09-a-i0051,ad,Publicité 6 Page 4,,fr,1912-11-09,indeplux,11
tageblatt-1931-02-13-b-i0128,ad,Ê uf~~ ))))r~tntS)))H ? t,,de,1931-02-13,tageblatt,02
indeplux-1905-08-26-a-i0031,ad,Publicité 2 Page 4,,fr,1905-08-26,indeplux,08
luxwort-1935-03-01-a-i0121,ad,Pub. 28 Page 16,,de,1935-03-01,luxwort,03
indeplux-1914-02-23-a-i0075,ad,Publicité 6 Page 4,,fr,1914-02-23,indeplux,02
luxwort-1925-02-21-a-i0054,ad,Pub. 19 Page 6,,de,1925-02-21,luxwort,02
luxwort-1921-02-05-a-i0035,ad,Pub. 6 Page 6,,de,1921-02-05,luxwort,02
luxwort-1930-02-26-a-i0047,ad,Pub. 27 Page 7,,fr,1930-02-26,luxwort,02
luxwort-1948-01-12-a-i0055,ad,Pub. 6 Page 5,,fr,1948-01-12,luxwort,01
luxwort-1947-01-30-a-i0086,ad,Pub. 11 Page 7,,fr,1947-01-30,luxwort,01
luxwort-1924-03-03-a-i0034,ad,Pub. 11 Page 4,,de,1924-03-03,luxwort,03
obermosel-1947-01-16-a-i0082,ad,Publicité 4 Page 8,,de,1947-01-16,obermosel,01
tageblatt-1947-01-18-a-i0114,ad,"r »– janvier 1947 Madame,",,de,1947-01-18,tageblatt,01
indeplux-1903-02-23-a-i0025,ad,Publicité 1 Page 1,,fr,1903-02-23,indeplux,02
indeplux-1922-02-27-a-i0058,ad,Publicité 1 Page 1,,fr,1922-02-27,indeplux,02
indeplux-1923-02-10-a-i0076,ad,Publicité 11 Page 1,,fr,1923-02-10,indeplux,02
indeplux-1923-02-12-a-i0058,ad,Publicité 5 Page 1,,fr,1923-02-12,indeplux,02
tageblatt-1939-08-25-a-i0093,ad,Rundfunkspatzen. 18.00: .Zweifel am Mädchen,,de,1939-08-25,tageblatt,08
indeplux-1920-02-08-a-i0020,ad,Publicité 1 Page 2,,fr,1920-02-08,indeplux,02
luxembourg1935-1939-02-18-a-i0107,ad,Publicité 3 Page 3,,fr,1939-02-18,luxembourg1935,02
dunioun-1948-02-06-a-i0050,ad,Publicité 1 Page 3,,fr,1948-02-06,dunioun,02
indeplux-1914-02-21-a-i0072,ad,Publicité 4 Page 3,,fr,1914-02-21,indeplux,02
luxembourg1935-1938-02-26-a-i0104,ad,Publicité 6 Page 3,,fr,1938-02-26,luxembourg1935,02
luxwort-1950-02-18-a-i0107,ad,Pub. 14 Page 4,,fr,1950-02-18,luxwort,02
luxwort-1924-09-04-a-i0057,ad,Pub. 25 Page 5,,fr,1924-09-04,luxwort,09
luxembourg1935-1940-02-03-a-i0060,ad,Publicité 2 Page 2,,fr,1940-02-03,luxembourg1935,02
luxwort-1947-02-12-a-i0057,ad,Pub. 1 Page 4,,fr,1947-02-12,luxwort,02
luxembourg1935-1937-02-03-a-i0098,ad,Publicité 4 Page 3,,fr,1937-02-03,luxembourg1935,02
tageblatt-1948-02-06-a-i0068,ad,"Cercle G.-D. d'Escrime, de Gymnastique",,fr,1948-02-06,tageblatt,02
luxwort-1924-03-01-a-i0041,ad,Pub. 16 Page 5,,de,1924-03-01,luxwort,03
luxwort-1940-02-03-a-i0144,ad,Pub. 50 Page 12,,de,1940-02-03,luxwort,02
tageblatt-1934-01-02-a-i0085,ad,RADIO-PROGRAMME RADIO LUXEMBOURG 252 kH.,,de,1934-01-02,tageblatt,01
tageblatt-1938-06-23-a-i0129,ad,"Tagesgesehehen. 19.55 f Akustische Wochettschau.""",,de,1938-06-23,tageblatt,06
tageblatt-1946-03-02-a-i0131,ad,MONDORF-ETAT FOIE ET VESICULE EILIAIRE,,de,1946-03-02,tageblatt,03
indeplux-1926-02-12-b-i0053,ad,Publicité 2 Page 3,,fr,1926-02-12,indeplux,02
indeplux-1932-02-06-a-i0047,ad,Publicité 6 Page 3,,fr,1932-02-06,indeplux,02
luxembourg1935-1936-02-06-a-i0082,ad,Publicité 4 Page 5,,fr,1936-02-06,luxembourg1935,02
luxembourg1935-1936-02-13-a-i0094,ad,Publicité 2 Page 5,,fr,1936-02-13,luxembourg1935,02
tageblatt-1939-02-18-a-i0141,ad,Passez un joyeux carnaval au,,fr,1939-02-18,tageblatt,02
indeplux-1923-02-10-a-i0072,ad,Publicité 7 Page 1,,fr,1923-02-10,indeplux,02
indeplux-1926-02-11-a-i0047,ad,Publicité 2 Page 3,,fr,1926-02-11,indeplux,02
indeplux-1926-02-13-b-i0058,ad,Publicité 7 Page 3,,fr,1926-02-13,indeplux,02
indeplux-1934-02-01-a-i0035,ad,Publicité 6 Page 3,,fr,1934-02-01,indeplux,02
indeplux-1934-02-02-a-i0037,ad,Publicité 6 Page 3,,fr,1934-02-02,indeplux,02
indeplux-1934-02-05-a-i0047,ad,Publicité 7 Page 3,,fr,1934-02-05,indeplux,02
indeplux-1934-02-07-a-i0036,ad,Publicité 2 Page 3,,fr,1934-02-07,indeplux,02
indeplux-1934-03-05-a-i0043,ad,Publicité 2 Page 3,,fr,1934-03-05,indeplux,03
tageblatt-1940-02-03-a-i0098,ad,lin M II CARNAVAL: On,,fr,1940-02-03,tageblatt,02
